Data opsamlet af Aarhus Universitet. Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>. NOx: Kvælstofoxider µg/m<sup>3</sup>. O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;CO;NO2;SO2;NOx;
15-02-2022 02:30:00;0.21;4.55;0;4.53;Data er manuelt kontrolleret
15-02-2022 02:00:00;0.2;3.35;0;3.75;Data er manuelt kontrolleret
15-02-2022 01:30:00;0.2;3.82;0;4.15;Data er manuelt kontrolleret
15-02-2022 01:00:00;0.19;4.02;0;4.09;Data er manuelt kontrolleret
15-02-2022 00:30:00;0.21;6.58;0;8.89;Data er manuelt kontrolleret
15-02-2022 00:00:00;0.21;6.54;0;7.42;Data er manuelt kontrolleret
14-02-2022 23:30:00;0.21;8.24;0;10.63;Data er manuelt kontrolleret
14-02-2022 23:00:00;0.19;9.49;0;13.29;Data er manuelt kontrolleret
14-02-2022 22:30:00;0.2;7.55;0;9.98;Data er manuelt kontrolleret
14-02-2022 22:00:00;0.21;10.29;0;14.44;Data er manuelt kontrolleret
14-02-2022 21:30:00;0.2;6.88;0;9.7;Data er manuelt kontrolleret
14-02-2022 21:00:00;0.2;8.3;0;11.69;Data er manuelt kontrolleret
14-02-2022 20:30:00;0.21;10.21;0;14.29;Data er manuelt kontrolleret
14-02-2022 20:00:00;0.21;11.46;0;16.22;Data er manuelt kontrolleret
14-02-2022 19:30:00;0.21;10.82;0;16.26;Data er manuelt kontrolleret
14-02-2022 19:00:00;0.22;13.08;0;20.92;Data er manuelt kontrolleret
14-02-2022 18:30:00;0.23;13.25;0;19.83;Data er manuelt kontrolleret
14-02-2022 18:00:00;0.21;11.46;0;16.58;Data er manuelt kontrolleret
14-02-2022 17:30:00;0.23;12.6;0;27.83;Data er manuelt kontrolleret
14-02-2022 17:00:00;0.23;13.39;0.03;23.96;Data er manuelt kontrolleret
14-02-2022 16:30:00;0.26;16.87;0;28.48;Data er manuelt kontrolleret
14-02-2022 16:00:00;0.24;11.44;0;21.38;Data er manuelt kontrolleret
14-02-2022 15:30:00;0.23;13.98;0;23.05;Data er manuelt kontrolleret
14-02-2022 15:00:00;0.29;25.03;0;42.29;Data er manuelt kontrolleret
14-02-2022 14:30:00;0.35;34.77;0.29;67.09;Data er manuelt kontrolleret
14-02-2022 14:00:00;0.37;39.84;0.24;77.07;Data er manuelt kontrolleret
14-02-2022 13:30:00;0.36;33.97;0.27;71.81;Data er manuelt kontrolleret
14-02-2022 13:00:00;0.37;34.44;0.4;70.48;Data er manuelt kontrolleret
14-02-2022 12:30:00;0.35;40.35;0.53;93.71;Data er manuelt kontrolleret
14-02-2022 12:00:00;0.37;44.04;0.51;93.31;Data er manuelt kontrolleret
14-02-2022 11:30:00;0.35;40.98;0.43;78.57;Data er manuelt kontrolleret
14-02-2022 11:00:00;0.34;40.37;0.37;75.49;Data er manuelt kontrolleret
14-02-2022 10:30:00;0.34;35.15;0.48;71.03;Data er manuelt kontrolleret
14-02-2022 10:00:00;0.34;34.81;0.4;65.75;Data er manuelt kontrolleret
14-02-2022 09:30:00;0.3;28.78;0.05;48.42;Data er manuelt kontrolleret
14-02-2022 09:00:00;0.31;33.09;0.27;63.07;Data er manuelt kontrolleret
14-02-2022 08:30:00;0.33;37.33;0.27;66.19;Data er manuelt kontrolleret
14-02-2022 08:00:00;0.34;39.8;0.43;70.61;Data er manuelt kontrolleret
14-02-2022 07:30:00;0.41;38.54;0.35;71.53;Data er manuelt kontrolleret
14-02-2022 07:00:00;0.37;37.06;0.48;71.36;Data er manuelt kontrolleret
14-02-2022 06:30:00;0.33;26.24;0.43;44.47;Data er manuelt kontrolleret
14-02-2022 05:30:00;0.3;17.56;0.88;38.9;Data er manuelt kontrolleret
14-02-2022 05:00:00;0.27;15.41;0.77;22.84;Data er manuelt kontrolleret
14-02-2022 04:30:00;0.28;21.53;0.77;28.71;Data er manuelt kontrolleret
14-02-2022 04:00:00;0.27;13.46;0.67;17.1;Data er manuelt kontrolleret
14-02-2022 03:30:00;0.24;11.15;0.67;23.54;Data er manuelt kontrolleret
14-02-2022 03:00:00;0.23;10.48;0.64;16.56;Data er manuelt kontrolleret
14-02-2022 02:30:00;0.23;8.11;0.72;11.69;Data er manuelt kontrolleret
14-02-2022 02:00:00;0.24;6.52;0.85;7.55;Data er manuelt kontrolleret
14-02-2022 01:30:00;0.24;8.34;1.04;18.03;Data er manuelt kontrolleret
14-02-2022 00:30:00;0.24;11.19;0.4;14.99;Data er manuelt kontrolleret
14-02-2022 00:00:00;0.3;16.5;0.37;24.12;Data er manuelt kontrolleret
13-02-2022 23:30:00;0.26;11.17;0.37;15.09;Data er manuelt kontrolleret
13-02-2022 23:00:00;0.3;14.75;0.48;23.12;Data er manuelt kontrolleret
13-02-2022 22:30:00;0.27;14.96;0.51;23.81;Data er manuelt kontrolleret
13-02-2022 22:00:00;0.29;24.04;0.37;39.55;Data er manuelt kontrolleret
13-02-2022 21:30:00;0.3;22.01;0.29;37.22;Data er manuelt kontrolleret
13-02-2022 21:00:00;0.28;19.78;0.45;30.33;Data er manuelt kontrolleret
13-02-2022 20:30:00;0.3;21.99;0.43;37.1;Data er manuelt kontrolleret
13-02-2022 20:00:00;0.26;16.81;0.29;26.35;Data er manuelt kontrolleret
13-02-2022 19:30:00;0.33;20.08;0.37;34.04;Data er manuelt kontrolleret
13-02-2022 19:00:00;0.31;22.89;0.43;45.31;Data er manuelt kontrolleret
13-02-2022 18:30:00;0.34;23.35;0.43;42.15;Data er manuelt kontrolleret
13-02-2022 18:00:00;0.34;24.96;0.45;45.82;Data er manuelt kontrolleret
13-02-2022 17:30:00;0.33;25.86;0.53;48.02;Data er manuelt kontrolleret
13-02-2022 17:00:00;0.4;31.46;0.56;56.74;Data er manuelt kontrolleret
13-02-2022 16:30:00;0.35;27.02;0.53;51.81;Data er manuelt kontrolleret
13-02-2022 16:00:00;0.34;23.79;0.32;38.65;Data er manuelt kontrolleret
13-02-2022 15:30:00;0.33;22.72;0.27;35.09;Data er manuelt kontrolleret
13-02-2022 15:00:00;0.34;20.25;0.37;34.83;Data er manuelt kontrolleret
13-02-2022 14:30:00;0.33;21.08;0.27;34.23;Data er manuelt kontrolleret
13-02-2022 14:00:00;0.34;20.87;0.32;35.3;Data er manuelt kontrolleret
13-02-2022 13:30:00;0.37;25.86;0.43;45.57;Data er manuelt kontrolleret
13-02-2022 13:00:00;0.35;23.98;0.56;43.05;Data er manuelt kontrolleret
13-02-2022 12:30:00;0.33;23.73;0.4;40.24;Data er manuelt kontrolleret
13-02-2022 12:00:00;0.34;20.48;0.27;35.04;Data er manuelt kontrolleret
13-02-2022 11:30:00;0.33;18.74;0.19;30.35;Data er manuelt kontrolleret
13-02-2022 11:00:00;0.28;15.89;0.32;25.24;Data er manuelt kontrolleret
13-02-2022 10:30:00;0.26;15.17;0.37;21.78;Data er manuelt kontrolleret
13-02-2022 10:00:00;0.24;12.01;0;17.35;Data er manuelt kontrolleret
13-02-2022 09:30:00;0.24;9.89;0.11;13.83;Data er manuelt kontrolleret
13-02-2022 09:00:00;0.22;9.33;0.29;11.57;Data er manuelt kontrolleret
13-02-2022 08:30:00;0.22;9.16;0.24;11.57;Data er manuelt kontrolleret
13-02-2022 08:00:00;0.22;7.32;0.21;8.47;Data er manuelt kontrolleret
13-02-2022 07:30:00;0.22;10.71;0.27;12.83;Data er manuelt kontrolleret
13-02-2022 07:00:00;0.22;7.82;0.32;8.89;Data er manuelt kontrolleret
13-02-2022 06:30:00;0.22;8.01;0.24;9.7;Data er manuelt kontrolleret
13-02-2022 06:00:00;0.21;7.67;0.16;8.4;Data er manuelt kontrolleret
13-02-2022 05:30:00;0.21;7.52;0.19;8.03;Data er manuelt kontrolleret
13-02-2022 04:30:00;0.21;7.96;0.24;10.75;Data er manuelt kontrolleret
13-02-2022 04:00:00;0.27;9.24;0.45;11.63;Data er manuelt kontrolleret
13-02-2022 03:30:00;0.26;8.36;0.4;11.74;Data er manuelt kontrolleret
13-02-2022 03:00:00;0.27;7.46;0.51;9.51;Data er manuelt kontrolleret
13-02-2022 02:30:00;0.28;8.2;0.43;13.27;Data er manuelt kontrolleret
13-02-2022 02:00:00;0.27;8.26;0.32;11.34;Data er manuelt kontrolleret
13-02-2022 01:30:00;0.28;8.61;0.35;10.42;Data er manuelt kontrolleret
13-02-2022 01:00:00;0.27;10.63;0.43;13.22;Data er manuelt kontrolleret
13-02-2022 00:30:00;0.28;11.42;0.48;14.52;Data er manuelt kontrolleret
13-02-2022 00:00:00;0.28;11.21;0.43;14.29;Data er manuelt kontrolleret
12-02-2022 23:30:00;0.28;13.02;0.51;19.58;Data er manuelt kontrolleret
12-02-2022 23:00:00;0.28;12.76;0.45;18;Data er manuelt kontrolleret
12-02-2022 22:30:00;0.3;15.01;0.32;20.62;Data er manuelt kontrolleret
12-02-2022 22:00:00;0.29;13.94;0.16;19.56;Data er manuelt kontrolleret
12-02-2022 21:30:00;0.29;13.52;0.27;19.47;Data er manuelt kontrolleret
12-02-2022 21:00:00;0.29;15.66;0.43;24.27;Data er manuelt kontrolleret
12-02-2022 20:30:00;0.29;16.08;0.35;22.74;Data er manuelt kontrolleret
12-02-2022 20:00:00;0.3;16.93;0.37;23.85;Data er manuelt kontrolleret
12-02-2022 19:30:00;0.29;14.65;0.37;20.66;Data er manuelt kontrolleret
12-02-2022 19:00:00;0.3;15.4;0.35;26.87;Data er manuelt kontrolleret
12-02-2022 18:30:00;0.31;16.87;0.32;26.91;Data er manuelt kontrolleret
12-02-2022 18:00:00;0.34;21.38;0.51;34.1;Data er manuelt kontrolleret
12-02-2022 17:30:00;0.34;22.47;0.56;35.57;Data er manuelt kontrolleret
12-02-2022 17:00:00;0.37;24.88;0.64;38.33;Data er manuelt kontrolleret
12-02-2022 16:30:00;0.35;20.31;0.51;29.3;Data er manuelt kontrolleret
12-02-2022 16:00:00;0.33;20.5;0.53;31.44;Data er manuelt kontrolleret
12-02-2022 15:30:00;0.3;21.67;0.56;32.86;Data er manuelt kontrolleret
12-02-2022 15:00:00;0.33;18.65;0.53;29.78;Data er manuelt kontrolleret
12-02-2022 14:30:00;0.3;19.07;0.56;29.97;Data er manuelt kontrolleret
12-02-2022 14:00:00;0.28;14.08;0.59;22.85;Data er manuelt kontrolleret
12-02-2022 13:30:00;0.27;15.2;0.51;23.12;Data er manuelt kontrolleret
12-02-2022 13:00:00;0.26;15.15;0.37;24.84;Data er manuelt kontrolleret
12-02-2022 12:30:00;0.27;15.8;0.45;24.25;Data er manuelt kontrolleret
12-02-2022 12:00:00;0.23;15.11;0.53;24.5;Data er manuelt kontrolleret
12-02-2022 11:30:00;0.22;13.41;0.35;21.86;Data er manuelt kontrolleret
12-02-2022 11:00:00;0.21;11.36;0;19.97;Data er manuelt kontrolleret
12-02-2022 10:30:00;0.22;14.34;0.05;23.54;Data er manuelt kontrolleret
12-02-2022 10:00:00;0.22;16.47;0.4;27.1;Data er manuelt kontrolleret
12-02-2022 09:30:00;0.2;10.67;0.29;17.1;Data er manuelt kontrolleret
12-02-2022 09:00:00;0.17;9.89;0.21;16.03;Data er manuelt kontrolleret
12-02-2022 08:30:00;0.19;9.22;0.32;14.21;Data er manuelt kontrolleret
12-02-2022 08:00:00;0.17;7.92;0.21;11.09;Data er manuelt kontrolleret
12-02-2022 07:30:00;0.16;6.75;0.29;11;Data er manuelt kontrolleret
12-02-2022 07:00:00;0.17;4.65;0.27;6.2;Data er manuelt kontrolleret
12-02-2022 06:30:00;0.16;10.27;0.24;14.84;Data er manuelt kontrolleret
12-02-2022 06:00:00;0.16;4.55;0.24;6.87;Data er manuelt kontrolleret
12-02-2022 05:30:00;0.16;4.82;0.19;6.67;Data er manuelt kontrolleret
12-02-2022 05:00:00;0.17;4.32;0.19;6.39;Data er manuelt kontrolleret
12-02-2022 04:30:00;0.17;3.44;0.21;4.74;Data er manuelt kontrolleret
12-02-2022 03:30:00;0.15;3.08;0;4.11;Data er manuelt kontrolleret
12-02-2022 03:00:00;0.15;2.89;0.03;3.71;Data er manuelt kontrolleret
12-02-2022 02:30:00;0.14;2.96;0.11;4.69;Data er manuelt kontrolleret
12-02-2022 02:00:00;0.15;5.18;0.08;7.84;Data er manuelt kontrolleret
12-02-2022 01:30:00;0.16;5.18;0.03;7.59;Data er manuelt kontrolleret
12-02-2022 01:00:00;0.15;3.44;0;4.3;Data er manuelt kontrolleret
12-02-2022 00:30:00;0.16;3.42;0;5.09;Data er manuelt kontrolleret
12-02-2022 00:00:00;0.16;4.38;0;5.97;Data er manuelt kontrolleret
11-02-2022 23:30:00;0.16;6.1;0.03;8.57;Data er manuelt kontrolleret
11-02-2022 23:00:00;0.17;6.81;0.05;9.31;Data er manuelt kontrolleret
11-02-2022 22:30:00;0.19;7.75;0.11;10.94;Data er manuelt kontrolleret
11-02-2022 22:00:00;0.2;11.28;0.08;15.85;Data er manuelt kontrolleret
11-02-2022 21:30:00;0.19;11.17;0.05;15.63;Data er manuelt kontrolleret
11-02-2022 21:00:00;0.2;9.1;0;13.66;Data er manuelt kontrolleret
11-02-2022 20:30:00;0.19;8.74;0.03;11.93;Data er manuelt kontrolleret
11-02-2022 20:00:00;0.2;9.39;0.03;13.06;Data er manuelt kontrolleret
11-02-2022 19:30:00;0.2;10.52;0.08;14.36;Data er manuelt kontrolleret
11-02-2022 19:00:00;0.24;18.65;0.19;26.49;Data er manuelt kontrolleret
11-02-2022 18:30:00;0.26;19.2;0.11;26.07;Data er manuelt kontrolleret
11-02-2022 18:00:00;0.23;17.61;0.29;24.69;Data er manuelt kontrolleret
11-02-2022 17:30:00;0.26;22.3;0.16;31.98;Data er manuelt kontrolleret
11-02-2022 17:00:00;0.24;20.54;0.05;30.98;Data er manuelt kontrolleret
11-02-2022 16:30:00;0.27;21.08;0.03;33.11;Data er manuelt kontrolleret
11-02-2022 16:00:00;0.26;25.57;0.21;43.59;Data er manuelt kontrolleret
11-02-2022 15:30:00;0.23;21.48;0.13;34.39;Data er manuelt kontrolleret
11-02-2022 15:00:00;0.26;15.47;0.13;23.85;Data er manuelt kontrolleret
11-02-2022 14:30:00;0.22;15.17;0.16;24.9;Data er manuelt kontrolleret
11-02-2022 14:00:00;0.2;13.46;0.27;23.26;Data er manuelt kontrolleret
11-02-2022 13:30:00;0.19;11.97;0.32;19.05;Data er manuelt kontrolleret
11-02-2022 13:00:00;0.19;11.4;0.24;20.25;Data er manuelt kontrolleret
11-02-2022 12:30:00;0.17;10.82;0.21;19.72;Data er manuelt kontrolleret
11-02-2022 12:00:00;0.19;11.57;0.32;19.35;Data er manuelt kontrolleret
11-02-2022 11:30:00;0.19;13.5;0.37;24.44;Data er manuelt kontrolleret
11-02-2022 11:00:00;0.16;10.82;0.35;17.61;Data er manuelt kontrolleret
11-02-2022 10:30:00;0.17;19.53;0.48;29.38;Data er manuelt kontrolleret
11-02-2022 10:00:00;0.22;15.91;0.37;25.34;Data er manuelt kontrolleret
11-02-2022 09:30:00;0.21;17.79;0.32;26.89;Data er manuelt kontrolleret
11-02-2022 09:00:00;0.2;19.6;0.35;28.59;Data er manuelt kontrolleret
11-02-2022 08:30:00;0.19;16.7;0.24;21.84;Data er manuelt kontrolleret
11-02-2022 08:00:00;0.2;22.87;0.32;34.9;Data er manuelt kontrolleret
11-02-2022 07:30:00;0.23;32.13;0.43;47.66;Data er manuelt kontrolleret
11-02-2022 07:00:00;0.24;33.03;0.45;49.27;Data er manuelt kontrolleret
11-02-2022 06:30:00;0.22;26.24;0.35;38.88;Data er manuelt kontrolleret
11-02-2022 05:30:00;0.16;15.47;0.48;21.21;Data er manuelt kontrolleret
11-02-2022 05:00:00;0.14;7.34;0.27;9.43;Data er manuelt kontrolleret
11-02-2022 04:30:00;0.14;4.09;0.35;5.97;Data er manuelt kontrolleret
11-02-2022 04:00:00;0.14;3.31;0.27;3.54;Data er manuelt kontrolleret
11-02-2022 03:30:00;0.14;2.41;0.29;2.31;Data er manuelt kontrolleret
11-02-2022 03:00:00;0.14;2.93;0.32;2.87;Data er manuelt kontrolleret
11-02-2022 02:30:00;0.14;2.28;0.32;2.33;Data er manuelt kontrolleret
11-02-2022 02:00:00;0.14;2.7;0.35;2.49;Data er manuelt kontrolleret
11-02-2022 01:30:00;0.14;2.7;0.4;2.79;Data er manuelt kontrolleret
11-02-2022 01:00:00;0.15;2.16;0.35;2.47;Data er manuelt kontrolleret
11-02-2022 00:30:00;0.15;3.21;0.37;3.71;Data er manuelt kontrolleret
11-02-2022 00:00:00;0.14;2.73;0.37;3.33;Data er manuelt kontrolleret
10-02-2022 23:30:00;0.16;3.5;0.29;3.61;Data er manuelt kontrolleret
10-02-2022 23:00:00;0.16;5.72;0.43;7.34;Data er manuelt kontrolleret
10-02-2022 22:30:00;0.16;6.12;0.51;7.75;Data er manuelt kontrolleret
10-02-2022 22:00:00;0.16;7.8;0.35;10.37;Data er manuelt kontrolleret
10-02-2022 21:30:00;0.17;6.6;0.43;8.91;Data er manuelt kontrolleret
10-02-2022 21:00:00;0.19;9.43;0.48;11.97;Data er manuelt kontrolleret
10-02-2022 20:30:00;0.17;7.54;0.21;10.63;Data er manuelt kontrolleret
10-02-2022 20:00:00;0.16;6.29;0.24;9.28;Data er manuelt kontrolleret
10-02-2022 19:30:00;0.19;6.87;0.32;8.76;Data er manuelt kontrolleret
10-02-2022 19:00:00;0.17;9.01;0.35;12.07;Data er manuelt kontrolleret
10-02-2022 18:30:00;0.19;7.46;0.32;11.55;Data er manuelt kontrolleret
10-02-2022 18:00:00;0.19;8.38;0.19;11.97;Data er manuelt kontrolleret
10-02-2022 17:30:00;0.17;7.04;0.19;10.84;Data er manuelt kontrolleret
10-02-2022 17:00:00;0.19;6.43;0.11;10.08;Data er manuelt kontrolleret
10-02-2022 16:30:00;0.2;9.37;0.29;14.57;Data er manuelt kontrolleret
10-02-2022 16:00:00;0.19;7.13;0.37;11.61;Data er manuelt kontrolleret
10-02-2022 15:30:00;0.22;10.75;0.43;17.61;Data er manuelt kontrolleret
10-02-2022 15:00:00;0.22;11.21;0.45;17.84;Data er manuelt kontrolleret
10-02-2022 14:30:00;0.2;10.94;0.51;17.31;Data er manuelt kontrolleret
10-02-2022 14:00:00;0.19;11.05;0.4;16.79;Data er manuelt kontrolleret
10-02-2022 13:30:00;0.17;7.1;0.35;11.44;Data er manuelt kontrolleret
10-02-2022 13:00:00;0.17;8.2;0.29;13.92;Data er manuelt kontrolleret
10-02-2022 12:30:00;0.17;7.48;0.45;11.48;Data er manuelt kontrolleret
10-02-2022 12:00:00;0.19;7.19;0.51;12.58;Data er manuelt kontrolleret
10-02-2022 11:30:00;0.19;11.76;0.59;20.67;Data er manuelt kontrolleret
10-02-2022 11:00:00;0.17;10.9;0.53;17.73;Data er manuelt kontrolleret
10-02-2022 10:30:00;0.17;9.45;0.45;14.86;Data er manuelt kontrolleret
10-02-2022 10:00:00;0.17;10.81;0.43;17.9;Data er manuelt kontrolleret
10-02-2022 09:30:00;0.19;14.29;0.56;23.66;Data er manuelt kontrolleret
10-02-2022 09:00:00;0.16;14.31;0.37;21.13;Data er manuelt kontrolleret
10-02-2022 08:30:00;0.19;13.48;0.27;20.79;Data er manuelt kontrolleret
10-02-2022 08:00:00;0.2;18.7;0.43;29.76;Data er manuelt kontrolleret
10-02-2022 07:30:00;0.24;26.05;0.53;40.39;Data er manuelt kontrolleret
10-02-2022 07:00:00;0.22;20.22;0.4;32.46;Data er manuelt kontrolleret
10-02-2022 06:30:00;0.19;14.8;0.37;22.78;Data er manuelt kontrolleret
10-02-2022 06:00:00;0.16;9.56;0.37;15.32;Data er manuelt kontrolleret
10-02-2022 05:30:00;0.15;7.04;0.35;9.12;Data er manuelt kontrolleret
10-02-2022 04:30:00;0.14;3.63;0.29;3.96;Data er manuelt kontrolleret
10-02-2022 04:00:00;0.1;1.8;0.24;1.49;Data er manuelt kontrolleret
10-02-2022 03:30:00;0.1;1.78;0.27;1.64;Data er manuelt kontrolleret
10-02-2022 03:00:00;0.1;1.63;0.24;1.61;Data er manuelt kontrolleret
10-02-2022 02:30:00;0.1;2.41;0.29;2.85;Data er manuelt kontrolleret
10-02-2022 02:00:00;0.1;2.31;0.24;2.37;Data er manuelt kontrolleret
10-02-2022 01:30:00;0.1;2.28;0.05;2.49;Data er manuelt kontrolleret
10-02-2022 01:00:00;0.09;1.74;0.05;1.43;Data er manuelt kontrolleret
10-02-2022 00:30:00;0.1;2.12;0.27;3.48;Data er manuelt kontrolleret
10-02-2022 00:00:00;0.09;2.24;0.13;2.85;Data er manuelt kontrolleret
09-02-2022 23:30:00;0.12;2.39;0.21;3.6;Data er manuelt kontrolleret
09-02-2022 23:00:00;0.1;3.27;0.16;4.21;Data er manuelt kontrolleret
09-02-2022 22:30:00;0.12;3.25;0.24;4.32;Data er manuelt kontrolleret
09-02-2022 22:00:00;0.12;3.44;0.19;4.15;Data er manuelt kontrolleret
09-02-2022 21:30:00;0.12;4.55;0.24;6.33;Data er manuelt kontrolleret
09-02-2022 21:00:00;0.12;3.71;0.21;5.83;Data er manuelt kontrolleret
09-02-2022 20:30:00;0.13;4.95;0.19;7.06;Data er manuelt kontrolleret
09-02-2022 20:00:00;0.14;4.82;0.13;6.62;Data er manuelt kontrolleret
09-02-2022 19:30:00;0.13;5.24;0.05;7.36;Data er manuelt kontrolleret
09-02-2022 19:00:00;0.14;7.76;0.03;11.07;Data er manuelt kontrolleret
09-02-2022 18:30:00;0.15;8.66;0.13;11.88;Data er manuelt kontrolleret
09-02-2022 18:00:00;0.15;7.54;0.24;11.8;Data er manuelt kontrolleret
09-02-2022 17:30:00;0.16;8.76;0.13;12.03;Data er manuelt kontrolleret
09-02-2022 17:00:00;0.14;7.78;0.16;11.53;Data er manuelt kontrolleret
09-02-2022 16:30:00;0.15;7.71;0.19;12.7;Data er manuelt kontrolleret
09-02-2022 16:00:00;0.15;6.81;0.19;11.59;Data er manuelt kontrolleret
09-02-2022 15:30:00;0.15;6.79;0.08;11.65;Data er manuelt kontrolleret
09-02-2022 15:00:00;0.17;7.84;0;13.69;Data er manuelt kontrolleret
09-02-2022 14:30:00;0.17;7.78;0.16;13.25;Data er manuelt kontrolleret
09-02-2022 14:00:00;0.17;13.62;0.24;22.51;Data er manuelt kontrolleret
09-02-2022 13:30:00;0.15;5.93;0.29;10.69;Data er manuelt kontrolleret
09-02-2022 13:00:00;0.14;5.13;0.24;7.92;Data er manuelt kontrolleret
09-02-2022 12:30:00;0.14;4.86;0.21;8.59;Data er manuelt kontrolleret
09-02-2022 12:00:00;0.15;6.18;0.16;10.56;Data er manuelt kontrolleret
09-02-2022 11:30:00;0.15;6.04;0.03;9.43;Data er manuelt kontrolleret
09-02-2022 11:00:00;0.15;6.02;0.05;9.31;Data er manuelt kontrolleret
09-02-2022 10:30:00;0.15;6.83;0.19;10.75;Data er manuelt kontrolleret
09-02-2022 10:00:00;0.15;6.23;0.16;11.21;Data er manuelt kontrolleret
09-02-2022 09:30:00;0.15;7.02;0.27;10.65;Data er manuelt kontrolleret
09-02-2022 09:00:00;0.15;7.63;0.19;12.05;Data er manuelt kontrolleret
09-02-2022 08:30:00;0.16;8.99;0.16;13.88;Data er manuelt kontrolleret
09-02-2022 08:00:00;0.17;12.78;0.29;20.35;Data er manuelt kontrolleret
09-02-2022 07:30:00;0.17;11.72;0.32;18.47;Data er manuelt kontrolleret
09-02-2022 07:00:00;0.16;9.75;0.24;15.43;Data er manuelt kontrolleret
09-02-2022 06:30:00;0.15;8.24;0.24;13.77;Data er manuelt kontrolleret
09-02-2022 06:00:00;0.15;7.25;0.24;11.3;Data er manuelt kontrolleret
09-02-2022 05:30:00;0.15;5.41;0.19;8.3;Data er manuelt kontrolleret
09-02-2022 05:00:00;0.15;4.49;0.21;4.93;Data er manuelt kontrolleret
09-02-2022 04:30:00;0.15;8.03;0.11;9.91;Data er manuelt kontrolleret
09-02-2022 03:30:00;0.14;2.95;0.27;3.75;Data er manuelt kontrolleret
09-02-2022 03:00:00;0.13;2.28;0.29;2.66;Data er manuelt kontrolleret
09-02-2022 02:30:00;0.13;2.26;0.21;2.85;Data er manuelt kontrolleret
09-02-2022 02:00:00;0.13;2.93;0.16;3.25;Data er manuelt kontrolleret
09-02-2022 01:30:00;0.13;3.27;0.29;4;Data er manuelt kontrolleret
09-02-2022 01:00:00;0.14;2.98;0.27;3.52;Data er manuelt kontrolleret
09-02-2022 00:30:00;0.13;3.33;0.21;4.32;Data er manuelt kontrolleret
09-02-2022 00:00:00;0.13;3.61;0.08;4.55;Data er manuelt kontrolleret
08-02-2022 23:30:00;0.13;3.27;0.13;4.13;Data er manuelt kontrolleret
08-02-2022 23:00:00;0.15;5.7;0.21;8.72;Data er manuelt kontrolleret
08-02-2022 22:30:00;0.15;8.26;0.19;12.03;Data er manuelt kontrolleret
08-02-2022 22:00:00;0.14;8.2;0.21;13.2;Data er manuelt kontrolleret
08-02-2022 21:30:00;0.14;7.27;0.19;9.96;Data er manuelt kontrolleret
08-02-2022 21:00:00;0.14;6.67;0.19;9.68;Data er manuelt kontrolleret
08-02-2022 20:30:00;0.15;5.81;0.16;8.64;Data er manuelt kontrolleret
08-02-2022 20:00:00;0.14;6.27;0.19;9.31;Data er manuelt kontrolleret
08-02-2022 19:30:00;0.15;5.97;0.19;9.24;Data er manuelt kontrolleret
08-02-2022 19:00:00;0.15;8.91;0.19;12.41;Data er manuelt kontrolleret
08-02-2022 18:30:00;0.15;11.63;0.24;16.7;Data er manuelt kontrolleret
08-02-2022 18:00:00;0.15;9.41;0.32;12.91;Data er manuelt kontrolleret
08-02-2022 17:30:00;0.15;7.52;0.24;11.36;Data er manuelt kontrolleret
08-02-2022 17:00:00;0.14;6.33;0.21;9.77;Data er manuelt kontrolleret
08-02-2022 16:30:00;0.14;7.5;0.08;11.76;Data er manuelt kontrolleret
08-02-2022 16:00:00;0.16;8.01;0.29;13.39;Data er manuelt kontrolleret
08-02-2022 15:30:00;0.17;10.54;0.24;18.49;Data er manuelt kontrolleret
08-02-2022 15:00:00;0.21;9.93;0.27;18;Data er manuelt kontrolleret
08-02-2022 14:30:00;0.16;7.27;0.29;15.55;Data er manuelt kontrolleret
08-02-2022 14:00:00;0.16;9.08;0.27;16.43;Data er manuelt kontrolleret
08-02-2022 13:30:00;0.15;7.23;0.16;12.68;Data er manuelt kontrolleret
08-02-2022 13:00:00;0.15;8.72;0.29;15.97;Data er manuelt kontrolleret
08-02-2022 12:30:00;0.15;7.9;0.37;14.52;Data er manuelt kontrolleret
08-02-2022 12:00:00;0.15;6.75;0.4;12.14;Data er manuelt kontrolleret
08-02-2022 11:30:00;0.15;9.08;0.45;16.79;Data er manuelt kontrolleret
08-02-2022 11:00:00;0.15;8.59;0.4;14.44;Data er manuelt kontrolleret
08-02-2022 10:30:00;0.17;9.54;0.4;17.02;Data er manuelt kontrolleret
08-02-2022 10:00:00;0.15;7.52;0.35;13.39;Data er manuelt kontrolleret
08-02-2022 09:30:00;0.16;10.04;0.32;15.51;Data er manuelt kontrolleret
08-02-2022 09:00:00;0.16;10.19;0.27;14.17;Data er manuelt kontrolleret
08-02-2022 08:30:00;0.15;5.74;0.45;8.63;Data er manuelt kontrolleret
08-02-2022 08:00:00;0.15;6.18;0.45;10.33;Data er manuelt kontrolleret
08-02-2022 07:30:00;0.17;7.15;0.4;11.46;Data er manuelt kontrolleret
