Data opsamlet af Aarhus Universitet, Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>, NOx: Kvælstofoxider µg/m<sup>3</sup>, O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NOx;CO;SO2;PM_2.5_Lvs;NO2;comment
23-03-2020 01:30:00;24,47;0,28;-0,52;;18,5;Data er manuelt kontrolleret
23-03-2020 01:00:00;26,87;0,31;-0,46;;19,51;Data er manuelt kontrolleret
23-03-2020 00:30:00;34,09;0,39;-0,49;;25,6;Data er manuelt kontrolleret
23-03-2020 00:00:00;34,61;0,28;-0,49;6,75;27,86;Data er manuelt kontrolleret
22-03-2020 23:30:00;32,47;0,31;-0,49;;25,75;Data er manuelt kontrolleret
22-03-2020 23:00:00;55,25;0,37;-0,06;;34,27;Data er manuelt kontrolleret
22-03-2020 22:30:00;64,39;0,32;-0,11;;39,01;Data er manuelt kontrolleret
22-03-2020 22:00:00;59,26;0,31;-0,17;;36,93;Data er manuelt kontrolleret
22-03-2020 21:30:00;63,15;0,33;-0,17;;37,32;Data er manuelt kontrolleret
22-03-2020 21:00:00;74,14;0,38;0,21;;39,32;Data er manuelt kontrolleret
22-03-2020 20:30:00;57,42;0,28;-0,14;;37,27;Data er manuelt kontrolleret
22-03-2020 20:00:00;62,86;0,27;-0,19;;40,12;Data er manuelt kontrolleret
22-03-2020 19:30:00;42,51;0,26;-0,49;;28,93;Data er manuelt kontrolleret
22-03-2020 19:00:00;40,39;0,27;-0,33;;21,24;Data er manuelt kontrolleret
22-03-2020 18:30:00;31,89;0,23;-0,25;;15,43;Data er manuelt kontrolleret
22-03-2020 18:00:00;55,15;0,26;-0,09;;32,22;Data er manuelt kontrolleret
22-03-2020 17:30:00;44,66;0,28;-0,09;;19,06;Data er manuelt kontrolleret
22-03-2020 17:00:00;28,83;0,26;-0,3;;13,27;Data er manuelt kontrolleret
22-03-2020 16:30:00;22,25;0,24;-0,41;;10,32;Data er manuelt kontrolleret
22-03-2020 16:00:00;19,21;0,23;-0,44;;7,46;Data er manuelt kontrolleret
22-03-2020 15:30:00;22,83;0,25;-0,33;;9,48;Data er manuelt kontrolleret
22-03-2020 15:00:00;30,11;0,26;-0,19;;11,82;Data er manuelt kontrolleret
22-03-2020 14:30:00;22,62;0,24;-0,33;;9,23;Data er manuelt kontrolleret
22-03-2020 14:00:00;28,35;0,25;-0,33;;11,31;Data er manuelt kontrolleret
22-03-2020 13:30:00;21,94;0,24;-0,36;;11,32;Data er manuelt kontrolleret
22-03-2020 13:00:00;29,12;0,25;-0,25;;5,21;Data er manuelt kontrolleret
22-03-2020 12:30:00;26,63;0,25;-0,41;;12,06;Data er manuelt kontrolleret
22-03-2020 12:00:00;29,61;0,25;-0,22;;12,92;Data er manuelt kontrolleret
22-03-2020 11:30:00;41,12;0,27;-0,2;;14,62;Data er manuelt kontrolleret
22-03-2020 11:00:00;30,09;0,24;-0,28;;14,06;Data er manuelt kontrolleret
22-03-2020 10:30:00;27,79;0,26;-0,25;;11,95;Data er manuelt kontrolleret
22-03-2020 10:00:00;17,82;0,23;-0,47;;7,74;Data er manuelt kontrolleret
22-03-2020 09:30:00;13,89;0,2;-0,52;;6,66;Data er manuelt kontrolleret
22-03-2020 09:00:00;13,25;0,19;-0,52;;6,98;Data er manuelt kontrolleret
22-03-2020 08:30:00;9,61;0,2;-0,6;;5,31;Data er manuelt kontrolleret
22-03-2020 08:00:00;9,59;0,2;-0,52;;5,7;Data er manuelt kontrolleret
22-03-2020 07:30:00;15,46;0,21;-0,47;;6,38;Data er manuelt kontrolleret
22-03-2020 07:00:00;16,78;0,24;-0,47;;11,11;Data er manuelt kontrolleret
22-03-2020 06:30:00;40,86;0,23;-0,31;;22,8;Data er manuelt kontrolleret
22-03-2020 05:30:00;19,25;0,2;-0,55;;15,4;Data er manuelt kontrolleret
22-03-2020 05:00:00;2,92;0,2;-0,88;;1,66;Data er manuelt kontrolleret
22-03-2020 04:30:00;4,04;0,18;-0,93;;3,23;Data er manuelt kontrolleret
22-03-2020 04:00:00;2,28;0,19;-0,77;;1,75;Data er manuelt kontrolleret
22-03-2020 03:30:00;4,12;0,19;-0,58;;2,35;Data er manuelt kontrolleret
22-03-2020 03:00:00;3,94;0,2;-0,58;;3,25;Data er manuelt kontrolleret
22-03-2020 02:30:00;9,87;0,21;-0,52;;6,52;Data er manuelt kontrolleret
22-03-2020 02:00:00;18,11;0,27;-0,39;;12,17;Data er manuelt kontrolleret
22-03-2020 01:30:00;35,4;0,36;-0,09;;20,11;Data er manuelt kontrolleret
22-03-2020 01:00:00;41,46;0,31;-0,17;;24,53;Data er manuelt kontrolleret
22-03-2020 00:30:00;42,18;0,31;-0,33;;29,09;Data er manuelt kontrolleret
22-03-2020 00:00:00;23,73;0,27;-0,23;4,34;14,45;Data er manuelt kontrolleret
21-03-2020 23:30:00;59,58;0,33;0,15;;35,82;Data er manuelt kontrolleret
21-03-2020 23:00:00;49,43;0,36;-0,09;;27,96;Data er manuelt kontrolleret
21-03-2020 22:30:00;64,18;0,28;0,04;;34,36;Data er manuelt kontrolleret
21-03-2020 22:00:00;49,88;0,28;-0,15;;30,05;Data er manuelt kontrolleret
21-03-2020 21:30:00;43,49;0,26;-0,28;;27,05;Data er manuelt kontrolleret
21-03-2020 21:00:00;56,99;0,3;0,01;;29,75;Data er manuelt kontrolleret
21-03-2020 20:30:00;113,82;0,32;0,93;;62,13;Data er manuelt kontrolleret
21-03-2020 20:00:00;61,9;0,33;-0,07;;35,18;Data er manuelt kontrolleret
21-03-2020 19:30:00;56;0,3;-0,07;;35,58;Data er manuelt kontrolleret
21-03-2020 19:00:00;112,33;0,34;0,63;;63,79;Data er manuelt kontrolleret
21-03-2020 18:30:00;57,66;0,33;0,07;;30,86;Data er manuelt kontrolleret
21-03-2020 18:00:00;71,62;0,28;0,31;;36,09;Data er manuelt kontrolleret
21-03-2020 17:30:00;51,47;0,33;-0,01;;27,44;Data er manuelt kontrolleret
21-03-2020 17:00:00;55,21;0,26;0,2;;25,4;Data er manuelt kontrolleret
21-03-2020 16:30:00;40,65;0,28;-0,15;;18,9;Data er manuelt kontrolleret
21-03-2020 16:00:00;60,9;0,34;0,36;;25,12;Data er manuelt kontrolleret
21-03-2020 15:30:00;54,94;0,3;1,5;;30,22;Data er manuelt kontrolleret
21-03-2020 15:00:00;68,95;0,33;1,07;;24,35;Data er manuelt kontrolleret
21-03-2020 14:30:00;60,16;0,36;1,31;;12,09;Data er manuelt kontrolleret
21-03-2020 14:00:00;62,93;0,4;0,82;;29,01;Data er manuelt kontrolleret
21-03-2020 13:30:00;45,7;0,28;0,01;;20,64;Data er manuelt kontrolleret
21-03-2020 13:00:00;28,4;0,25;-0,23;;15,1;Data er manuelt kontrolleret
21-03-2020 12:30:00;31,44;0,24;-0,18;;15,64;Data er manuelt kontrolleret
21-03-2020 12:00:00;31,46;0,25;-0,26;;16,69;Data er manuelt kontrolleret
21-03-2020 11:30:00;25,65;0,24;-0,29;;15;Data er manuelt kontrolleret
21-03-2020 11:00:00;50,18;0,27;0,01;;25,25;Data er manuelt kontrolleret
21-03-2020 10:30:00;31,58;0,25;-0,21;;16,91;Data er manuelt kontrolleret
21-03-2020 10:00:00;41,74;0,26;-0,26;;20,83;Data er manuelt kontrolleret
21-03-2020 09:30:00;31,94;0,27;-0,31;;17,69;Data er manuelt kontrolleret
21-03-2020 09:00:00;36,47;0,3;-0,34;;20,95;Data er manuelt kontrolleret
21-03-2020 08:30:00;28,54;0,3;-0,5;;18,2;Data er manuelt kontrolleret
21-03-2020 08:00:00;19,5;0,31;-0,61;;13,42;Data er manuelt kontrolleret
21-03-2020 07:30:00;19,79;0,28;-0,61;;12,85;Data er manuelt kontrolleret
21-03-2020 07:00:00;30,82;0,33;-0,48;;20,94;Data er manuelt kontrolleret
21-03-2020 06:30:00;91,97;0,34;0,6;;40,25;Data er manuelt kontrolleret
21-03-2020 06:00:00;115,1;0,34;1,12;;38,28;Data er manuelt kontrolleret
21-03-2020 05:30:00;56,45;0,33;-0,1;;34,74;Data er manuelt kontrolleret
21-03-2020 04:30:00;54,77;0,31;-0,21;;38,07;Data er manuelt kontrolleret
21-03-2020 04:00:00;91,35;0,28;0,33;;48,27;Data er manuelt kontrolleret
21-03-2020 03:30:00;39,63;0,31;-0,45;;28,63;Data er manuelt kontrolleret
21-03-2020 03:00:00;23,6;0,27;-0,59;;18,81;Data er manuelt kontrolleret
21-03-2020 02:30:00;37,58;0,33;-0,48;;29,78;Data er manuelt kontrolleret
21-03-2020 02:00:00;31,68;0,33;-0,4;;20,88;Data er manuelt kontrolleret
21-03-2020 01:30:00;22,59;0,3;-0,53;;16,32;Data er manuelt kontrolleret
21-03-2020 01:00:00;21,26;0,27;-0,51;;14,24;Data er manuelt kontrolleret
21-03-2020 00:30:00;25,59;0,28;-0,56;;17,44;Data er manuelt kontrolleret
21-03-2020 00:00:00;43;0,3;-0,18;5,04;25,81;Data er manuelt kontrolleret
20-03-2020 23:30:00;46,48;0,58;-0,02;;25,97;Data er manuelt kontrolleret
20-03-2020 23:00:00;65,27;0,37;0,14;;35,48;Data er manuelt kontrolleret
20-03-2020 22:30:00;38,61;0,27;-0,35;;27;Data er manuelt kontrolleret
20-03-2020 22:00:00;36;0,31;-0,32;;24,24;Data er manuelt kontrolleret
20-03-2020 21:30:00;40,64;0,31;-0,24;;24,68;Data er manuelt kontrolleret
20-03-2020 21:00:00;27,51;0,26;-0,43;;19,71;Data er manuelt kontrolleret
20-03-2020 20:30:00;34,24;0,31;-0,35;;24,31;Data er manuelt kontrolleret
20-03-2020 20:00:00;49,63;0,28;-0,29;;30,77;Data er manuelt kontrolleret
20-03-2020 19:30:00;79,9;0,33;0,19;;45,3;Data er manuelt kontrolleret
20-03-2020 19:00:00;135,39;0,33;1,92;;46,98;Data er manuelt kontrolleret
20-03-2020 18:30:00;94,3;0,33;0,73;;39,92;Data er manuelt kontrolleret
20-03-2020 18:00:00;102,04;0,34;0,9;;42,42;Data er manuelt kontrolleret
20-03-2020 17:30:00;178,03;0,36;2,06;;51,93;Data er manuelt kontrolleret
20-03-2020 17:00:00;147,85;0,33;1,98;;64;Data er manuelt kontrolleret
20-03-2020 16:30:00;92,78;0,34;0,63;;42,16;Data er manuelt kontrolleret
20-03-2020 16:00:00;95,83;0,31;0,87;;42,33;Data er manuelt kontrolleret
20-03-2020 15:30:00;148,22;0,33;1,68;;63,78;Data er manuelt kontrolleret
20-03-2020 15:00:00;168;0,4;2,3;;71,7;Data er manuelt kontrolleret
20-03-2020 14:30:00;147,31;0,36;1,78;;48,49;Data er manuelt kontrolleret
20-03-2020 14:00:00;136,52;0,37;2,13;;34,52;Data er manuelt kontrolleret
20-03-2020 13:30:00;95,27;0,33;1;;38,33;Data er manuelt kontrolleret
20-03-2020 13:00:00;84,75;0,31;0,81;;26,39;Data er manuelt kontrolleret
20-03-2020 12:30:00;96,59;0,28;0,97;;37,17;Data er manuelt kontrolleret
20-03-2020 12:00:00;109,6;0,3;1,27;;37,97;Data er manuelt kontrolleret
20-03-2020 11:30:00;95,29;0,3;0,65;;46,88;Data er manuelt kontrolleret
20-03-2020 11:00:00;120,84;0,3;1,65;;38,08;Data er manuelt kontrolleret
20-03-2020 10:30:00;115,06;0,27;1,38;;46,15;Data er manuelt kontrolleret
20-03-2020 10:00:00;114,01;0,28;1,43;;32,25;Data er manuelt kontrolleret
20-03-2020 09:30:00;125,73;0,33;1,54;;48,9;Data er manuelt kontrolleret
20-03-2020 09:00:00;98,64;0,27;0,84;;36,74;Data er manuelt kontrolleret
20-03-2020 08:30:00;166,86;0,34;2,57;;38,55;Data er manuelt kontrolleret
20-03-2020 08:00:00;126,66;0,28;1,92;;13,07;Data er manuelt kontrolleret
20-03-2020 07:30:00;118,83;0,31;0,89;;50,41;Data er manuelt kontrolleret
20-03-2020 07:00:00;49,62;0,27;0,06;;27,8;Data er manuelt kontrolleret
20-03-2020 06:30:00;46,83;0,26;-0,03;;28,55;Data er manuelt kontrolleret
20-03-2020 06:00:00;32,21;0,24;-0,08;;18,91;Data er manuelt kontrolleret
20-03-2020 05:30:00;27,17;0,24;-0,22;;18,08;Data er manuelt kontrolleret
20-03-2020 05:00:00;5,84;0,24;-0,35;;5,02;Data er manuelt kontrolleret
20-03-2020 04:30:00;5,96;0,23;-0,38;;5,08;Data er manuelt kontrolleret
20-03-2020 03:30:00;4,93;0,23;-0,32;;4,21;Data er manuelt kontrolleret
20-03-2020 03:00:00;3,6;0,24;-0,35;;3,4;Data er manuelt kontrolleret
20-03-2020 02:30:00;2,96;0,25;-0,24;;2,55;Data er manuelt kontrolleret
20-03-2020 02:00:00;1,64;0,25;-0,32;;1,68;Data er manuelt kontrolleret
20-03-2020 01:30:00;1,72;0,24;-0,19;;1,72;Data er manuelt kontrolleret
20-03-2020 00:30:00;3,52;0,21;-0,24;;2,41;Data er manuelt kontrolleret
20-03-2020 00:00:00;6,11;0,21;-0,24;5,51;5,49;Data er manuelt kontrolleret
19-03-2020 23:30:00;7,29;0,21;-0,32;;6,18;Data er manuelt kontrolleret
19-03-2020 23:00:00;5,94;0,19;-0,43;;4,55;Data er manuelt kontrolleret
19-03-2020 22:30:00;7,72;0,2;-0,33;;6,14;Data er manuelt kontrolleret
19-03-2020 22:00:00;5,36;0,2;-0,19;;4,04;Data er manuelt kontrolleret
19-03-2020 21:30:00;3,72;0,2;-0,19;;2,59;Data er manuelt kontrolleret
19-03-2020 21:00:00;4,45;0,2;-0,19;;2,58;Data er manuelt kontrolleret
19-03-2020 20:30:00;4,76;0,21;-0,08;;3,24;Data er manuelt kontrolleret
19-03-2020 20:00:00;5,67;0,21;0,02;;4;Data er manuelt kontrolleret
19-03-2020 19:30:00;7,93;0,21;0,21;;5,38;Data er manuelt kontrolleret
19-03-2020 19:00:00;6,91;0,23;0,08;;5,11;Data er manuelt kontrolleret
19-03-2020 18:30:00;8,96;0,21;-0,08;;6,4;Data er manuelt kontrolleret
19-03-2020 18:00:00;7,04;0,21;-0,19;;4,47;Data er manuelt kontrolleret
19-03-2020 17:30:00;9,31;0,21;-0,08;;5,86;Data er manuelt kontrolleret
19-03-2020 17:00:00;8,01;0,21;0,05;;4,99;Data er manuelt kontrolleret
19-03-2020 16:30:00;7,91;0,23;0,21;;5,26;Data er manuelt kontrolleret
19-03-2020 16:00:00;9,54;0,21;0,05;;5,52;Data er manuelt kontrolleret
19-03-2020 15:30:00;13,17;0,21;-0,22;;7,07;Data er manuelt kontrolleret
19-03-2020 15:00:00;11,78;0,23;-0,14;;6,27;Data er manuelt kontrolleret
19-03-2020 14:30:00;11,77;0,21;-0,19;;6,85;Data er manuelt kontrolleret
19-03-2020 14:00:00;9,97;0,2;-0,03;;5,66;Data er manuelt kontrolleret
19-03-2020 13:30:00;8,4;0,21;-0,11;;5,24;Data er manuelt kontrolleret
19-03-2020 13:00:00;9,77;0,2;0,16;;5,52;Data er manuelt kontrolleret
19-03-2020 12:30:00;12,69;0,21;0,05;;7,06;Data er manuelt kontrolleret
19-03-2020 12:00:00;9,62;0,21;0,02;;5,56;Data er manuelt kontrolleret
19-03-2020 11:30:00;12,33;0,21;-0,01;;6,98;Data er manuelt kontrolleret
19-03-2020 11:00:00;13,93;0,21;0,21;;7,85;Data er manuelt kontrolleret
19-03-2020 10:30:00;13;0,21;0,13;;8,09;Data er manuelt kontrolleret
19-03-2020 10:00:00;12,27;0,23;0,21;;7,55;Data er manuelt kontrolleret
19-03-2020 09:30:00;12,89;0,23;0,05;;7,23;Data er manuelt kontrolleret
19-03-2020 09:00:00;15,33;0,24;-0,09;;9,84;Data er manuelt kontrolleret
19-03-2020 08:30:00;14,4;0,24;0,05;;8,43;Data er manuelt kontrolleret
19-03-2020 08:00:00;14,78;0,24;-0,01;;9,73;Data er manuelt kontrolleret
19-03-2020 07:30:00;20,62;0,25;-0,06;;13,04;Data er manuelt kontrolleret
19-03-2020 07:00:00;19,41;0,24;-0,09;;14,12;Data er manuelt kontrolleret
19-03-2020 06:30:00;18,17;0,25;-0,25;;12,36;Data er manuelt kontrolleret
19-03-2020 05:30:00;9,41;0,24;-0,06;;6,72;Data er manuelt kontrolleret
19-03-2020 05:00:00;6,61;0,23;-0,01;;5,26;Data er manuelt kontrolleret
19-03-2020 04:30:00;4,59;0,21;-0,09;;3,81;Data er manuelt kontrolleret
19-03-2020 04:00:00;4,59;0,23;-0,25;;3,81;Data er manuelt kontrolleret
19-03-2020 03:30:00;3,42;0,23;-0,17;;2,93;Data er manuelt kontrolleret
19-03-2020 03:00:00;1,97;0,23;-0,2;;1,83;Data er manuelt kontrolleret
19-03-2020 02:30:00;2,22;0,23;-0,22;;1,96;Data er manuelt kontrolleret
19-03-2020 02:00:00;2,18;0,23;-0,2;;2,26;Data er manuelt kontrolleret
19-03-2020 01:30:00;2,49;0,24;-0,33;;2,43;Data er manuelt kontrolleret
19-03-2020 01:00:00;2,84;0,24;-0,22;;2,7;Data er manuelt kontrolleret
19-03-2020 00:30:00;3,61;0,23;-0,12;;3,18;Data er manuelt kontrolleret
19-03-2020 00:00:00;3,07;0,23;-0,12;5,21;2,69;Data er manuelt kontrolleret
18-03-2020 23:30:00;4,02;0,23;-0,01;;3,49;Data er manuelt kontrolleret
18-03-2020 23:00:00;6,18;0,24;-0,06;;4,45;Data er manuelt kontrolleret
18-03-2020 22:30:00;5,14;0,23;-0,09;;4,1;Data er manuelt kontrolleret
18-03-2020 22:00:00;5,93;0,24;-0,28;;4,14;Data er manuelt kontrolleret
18-03-2020 21:30:00;4,42;0,23;-0,31;;3,02;Data er manuelt kontrolleret
18-03-2020 21:00:00;5,62;0,21;-0,33;;4,12;Data er manuelt kontrolleret
18-03-2020 20:30:00;5,91;0,23;-0,25;;4,08;Data er manuelt kontrolleret
18-03-2020 20:00:00;7,97;0,24;-0,15;;6,07;Data er manuelt kontrolleret
18-03-2020 19:30:00;9,78;0,24;-0,01;;7,79;Data er manuelt kontrolleret
18-03-2020 19:00:00;10,17;0,23;-0,33;;7,03;Data er manuelt kontrolleret
18-03-2020 18:30:00;10,19;0,23;-0,33;;8,68;Data er manuelt kontrolleret
18-03-2020 18:00:00;12,53;0,23;-0,33;;9,31;Data er manuelt kontrolleret
18-03-2020 17:30:00;12,08;0,24;-0,39;;9,33;Data er manuelt kontrolleret
18-03-2020 17:00:00;12,8;0,24;-0,28;;8,66;Data er manuelt kontrolleret
18-03-2020 16:30:00;14,5;0,24;-0,33;;9,86;Data er manuelt kontrolleret
18-03-2020 16:00:00;18,7;0,25;-0,09;;10,33;Data er manuelt kontrolleret
18-03-2020 15:30:00;20,69;0,25;-0,17;;12,79;Data er manuelt kontrolleret
18-03-2020 15:00:00;21,08;0,26;-0,09;;12,67;Data er manuelt kontrolleret
18-03-2020 14:30:00;21,06;0,25;-0,06;;12,16;Data er manuelt kontrolleret
18-03-2020 14:00:00;28,54;0,23;-0,01;;15,46;Data er manuelt kontrolleret
18-03-2020 13:30:00;13,09;0,21;-0,07;;6,83;Data er manuelt kontrolleret
18-03-2020 13:00:00;13,9;0,21;-0,01;;7,46;Data er manuelt kontrolleret
18-03-2020 12:30:00;15,16;0,19;-0,15;;9,33;Data er manuelt kontrolleret
18-03-2020 12:00:00;12,71;0,19;-0,04;;6,62;Data er manuelt kontrolleret
18-03-2020 11:30:00;13,02;0,21;-0,12;;7,82;Data er manuelt kontrolleret
18-03-2020 11:00:00;19,69;0,23;-0,07;;10,79;Data er manuelt kontrolleret
18-03-2020 10:30:00;10,81;0,2;-0,18;;7,16;Data er manuelt kontrolleret
18-03-2020 10:00:00;8,26;0,2;-0,12;;5,43;Data er manuelt kontrolleret
18-03-2020 09:30:00;9,71;0,21;-0,07;;6,21;Data er manuelt kontrolleret
18-03-2020 09:00:00;13,48;0,2;0,01;;8,8;Data er manuelt kontrolleret
18-03-2020 08:30:00;10,93;0,2;-0,04;;7,28;Data er manuelt kontrolleret
18-03-2020 08:00:00;9,17;0,2;-0,07;;6,34;Data er manuelt kontrolleret
18-03-2020 07:30:00;11,65;0,2;-0,07;;7,12;Data er manuelt kontrolleret
18-03-2020 07:00:00;12,75;0,2;-0,01;;7,77;Data er manuelt kontrolleret
18-03-2020 06:30:00;9,13;0,2;-0,01;;6,03;Data er manuelt kontrolleret
18-03-2020 06:00:00;7,76;0,21;-0,1;;6,05;Data er manuelt kontrolleret
18-03-2020 05:30:00;9,17;0,2;-0,12;;7;Data er manuelt kontrolleret
18-03-2020 04:30:00;5,05;0,21;-0,21;;4,71;Data er manuelt kontrolleret
18-03-2020 04:00:00;4,72;0,21;-0,21;;4,79;Data er manuelt kontrolleret
18-03-2020 03:30:00;5,71;0,23;-0,15;;5,68;Data er manuelt kontrolleret
18-03-2020 03:00:00;5,3;0,23;-0,15;;5,24;Data er manuelt kontrolleret
18-03-2020 02:30:00;4,65;0,24;-0,15;;4,48;Data er manuelt kontrolleret
18-03-2020 02:00:00;7,22;0,24;-0,21;;5,67;Data er manuelt kontrolleret
18-03-2020 01:30:00;8,01;0,23;-0,18;;5,57;Data er manuelt kontrolleret
18-03-2020 01:00:00;5,98;0,24;-0,26;;4,45;Data er manuelt kontrolleret
18-03-2020 00:30:00;6,58;0,24;-0,21;;5,25;Data er manuelt kontrolleret
18-03-2020 00:00:00;6,89;0,24;-0,26;5,31;5,68;Data er manuelt kontrolleret
17-03-2020 23:30:00;9,46;0,24;-0,21;;7;Data er manuelt kontrolleret
17-03-2020 23:00:00;13,81;0,25;-0,15;;8,64;Data er manuelt kontrolleret
17-03-2020 22:30:00;8,88;0,23;-0,15;;7,2;Data er manuelt kontrolleret
17-03-2020 22:00:00;8,92;0,24;-0,21;;6,73;Data er manuelt kontrolleret
17-03-2020 21:30:00;9,62;0,23;-0,26;;7,49;Data er manuelt kontrolleret
17-03-2020 21:00:00;10,26;0,24;-0,29;;7,46;Data er manuelt kontrolleret
17-03-2020 20:30:00;9,72;0,23;-0,37;;6,86;Data er manuelt kontrolleret
17-03-2020 20:00:00;8,73;0,23;-0,34;;6,89;Data er manuelt kontrolleret
17-03-2020 19:30:00;8,34;0,21;-0,37;;6,45;Data er manuelt kontrolleret
17-03-2020 19:00:00;9,69;0,23;-0,34;;7,16;Data er manuelt kontrolleret
17-03-2020 18:30:00;9,36;0,21;-0,26;;7,15;Data er manuelt kontrolleret
17-03-2020 18:00:00;11,53;0,24;-0,18;;8,73;Data er manuelt kontrolleret
17-03-2020 17:30:00;15,58;0,24;-0,23;;11,07;Data er manuelt kontrolleret
17-03-2020 17:00:00;15,74;0,25;-0,29;;10,95;Data er manuelt kontrolleret
17-03-2020 16:30:00;12,51;0,23;-0,23;;8,84;Data er manuelt kontrolleret
17-03-2020 16:00:00;13,15;0,24;-0,29;;8,85;Data er manuelt kontrolleret
17-03-2020 15:30:00;15,27;0,24;-0,26;;10,41;Data er manuelt kontrolleret
17-03-2020 15:00:00;18,15;0,25;-0,13;;11,38;Data er manuelt kontrolleret
17-03-2020 14:30:00;14,71;0,24;-0,1;;9,54;Data er manuelt kontrolleret
17-03-2020 14:00:00;15,33;0,24;-0,16;;10,22;Data er manuelt kontrolleret
17-03-2020 13:30:00;18,91;0,24;-0,1;;11,64;Data er manuelt kontrolleret
17-03-2020 13:00:00;16,84;0,24;-0,29;;11,33;Data er manuelt kontrolleret
17-03-2020 12:30:00;16,12;0,25;-0,26;;10,95;Data er manuelt kontrolleret
17-03-2020 12:00:00;17,42;0,24;-0,21;;10,76;Data er manuelt kontrolleret
17-03-2020 11:30:00;14,85;0,24;-0,24;;10,06;Data er manuelt kontrolleret
17-03-2020 11:00:00;17,63;0,24;-0,24;;10,97;Data er manuelt kontrolleret
17-03-2020 10:30:00;22,42;0,24;-0,16;;13,95;Data er manuelt kontrolleret
17-03-2020 10:00:00;29,11;0,24;-0,05;;17,71;Data er manuelt kontrolleret
17-03-2020 09:30:00;28,59;0,24;-0,05;;16,18;Data er manuelt kontrolleret
17-03-2020 09:00:00;19,64;0,21;-0,13;;12,09;Data er manuelt kontrolleret
17-03-2020 08:30:00;25,05;0,21;-0,02;;12,86;Data er manuelt kontrolleret
17-03-2020 08:00:00;19,66;0,21;-0,08;;12,26;Data er manuelt kontrolleret
17-03-2020 07:30:00;31,6;0,21;-0,05;;17,3;Data er manuelt kontrolleret
17-03-2020 07:00:00;28,88;0,23;-0,08;;16,9;Data er manuelt kontrolleret
17-03-2020 06:30:00;26,27;0,24;-0,1;;17,14;Data er manuelt kontrolleret
17-03-2020 06:00:00;22,56;0,21;-0,16;;13,87;Data er manuelt kontrolleret
17-03-2020 05:30:00;17,4;0,21;-0,16;;12,03;Data er manuelt kontrolleret
17-03-2020 05:00:00;9,19;0,2;-0,29;;5,97;Data er manuelt kontrolleret
17-03-2020 04:30:00;4,23;0,2;-0,24;;3,77;Data er manuelt kontrolleret
17-03-2020 03:30:00;3,65;0,21;-0,24;;2,65;Data er manuelt kontrolleret
17-03-2020 03:00:00;2,92;0,2;-0,35;;2,53;Data er manuelt kontrolleret
17-03-2020 02:30:00;2,99;0,2;-0,38;;2,53;Data er manuelt kontrolleret
17-03-2020 02:00:00;1,99;0,2;-0,4;;1,9;Data er manuelt kontrolleret
17-03-2020 01:30:00;4,69;0,19;-0,27;;3,59;Data er manuelt kontrolleret
17-03-2020 01:00:00;2,05;0,2;-0,35;;2;Data er manuelt kontrolleret
17-03-2020 00:30:00;4,69;0,2;-0,29;;3,84;Data er manuelt kontrolleret
17-03-2020 00:00:00;3,52;0,21;-0,35;6,5;2,98;Data er manuelt kontrolleret
16-03-2020 23:30:00;7,34;0,23;-0,46;;5,52;Data er manuelt kontrolleret
16-03-2020 23:00:00;11,71;0,23;-0,35;;7,8;Data er manuelt kontrolleret
16-03-2020 22:30:00;15,11;0,23;-0,32;;10,53;Data er manuelt kontrolleret
16-03-2020 22:00:00;20,9;0,24;-0,19;;13,93;Data er manuelt kontrolleret
16-03-2020 21:30:00;10,51;0,23;-0,24;;8,06;Data er manuelt kontrolleret
16-03-2020 21:00:00;12,71;0,24;-0,24;;9,83;Data er manuelt kontrolleret
16-03-2020 20:30:00;18,84;0,26;-0,19;;13,72;Data er manuelt kontrolleret
16-03-2020 20:00:00;15,65;0,25;-0,22;;12,11;Data er manuelt kontrolleret
16-03-2020 19:30:00;12,7;0,27;-0,22;;10,05;Data er manuelt kontrolleret
16-03-2020 19:00:00;15,09;0,25;-0,19;;11,06;Data er manuelt kontrolleret
16-03-2020 18:30:00;9,18;0,21;-0,24;;7,35;Data er manuelt kontrolleret
16-03-2020 18:00:00;8,99;0,2;-0,3;;6,09;Data er manuelt kontrolleret
16-03-2020 17:30:00;10,49;0,21;-0,19;;7,09;Data er manuelt kontrolleret
16-03-2020 17:00:00;10,65;0,21;-0,3;;8,16;Data er manuelt kontrolleret
16-03-2020 16:30:00;12,48;0,23;-0,22;;8,39;Data er manuelt kontrolleret
16-03-2020 16:00:00;20,14;0,24;-0,27;;12,89;Data er manuelt kontrolleret
16-03-2020 15:30:00;14,78;0,25;-0,11;;8,47;Data er manuelt kontrolleret
16-03-2020 15:00:00;15,54;0,25;-0,11;;9,75;Data er manuelt kontrolleret
16-03-2020 14:30:00;16,29;0,24;-0,11;;9,63;Data er manuelt kontrolleret
16-03-2020 14:00:00;35,78;0,25;0,02;;20,33;Data er manuelt kontrolleret
