Data opsamlet af Aarhus Universitet, Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>, NOx: Kvælstofoxider µg/m<sup>3</sup>, O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NO2;O3;NOx;PM_2.5_Lvs
12-03-2020 20:00:00;3,19;72,88;3,88;;Data er manuelt kontrolleret
12-03-2020 19:30:00;3,1;72,78;3,4;;Data er manuelt kontrolleret
12-03-2020 19:00:00;3,63;72,6;4,32;;Data er manuelt kontrolleret
12-03-2020 18:30:00;3,58;71,37;4,47;;Data er manuelt kontrolleret
12-03-2020 18:00:00;;72,07;;;Data er manuelt kontrolleret
12-03-2020 17:30:00;;73,18;;;Data er manuelt kontrolleret
12-03-2020 17:00:00;;75,44;;;Data er manuelt kontrolleret
12-03-2020 16:30:00;;76,07;;;Data er manuelt kontrolleret
12-03-2020 16:00:00;;74,18;;;Data er manuelt kontrolleret
12-03-2020 15:30:00;;76,33;;;Data er manuelt kontrolleret
12-03-2020 15:00:00;;77,97;;;Data er manuelt kontrolleret
12-03-2020 14:30:00;3,22;81,88;4,14;;Data er manuelt kontrolleret
12-03-2020 14:00:00;3,71;82,73;4,34;;Data er manuelt kontrolleret
12-03-2020 13:30:00;4,72;82,73;5,37;;Data er manuelt kontrolleret
12-03-2020 13:00:00;4,16;83,7;5,04;;Data er manuelt kontrolleret
12-03-2020 12:30:00;2,46;87,01;2,93;;Data er manuelt kontrolleret
12-03-2020 12:00:00;2,73;85,35;3,44;;Data er manuelt kontrolleret
12-03-2020 11:30:00;3,06;85,7;3,42;;Data er manuelt kontrolleret
12-03-2020 11:00:00;2,54;87,5;3,01;;Data er manuelt kontrolleret
12-03-2020 10:30:00;4,64;85,78;5,55;;Data er manuelt kontrolleret
12-03-2020 10:00:00;5,93;85,22;7,54;;Data er manuelt kontrolleret
12-03-2020 09:30:00;4,22;89,51;5,71;;Data er manuelt kontrolleret
12-03-2020 09:00:00;4,8;87,01;6,3;;Data er manuelt kontrolleret
12-03-2020 08:30:00;5,43;83,72;6,8;;Data er manuelt kontrolleret
12-03-2020 08:00:00;7,2;83,48;8,89;;Data er manuelt kontrolleret
12-03-2020 07:30:00;8,67;82,47;10,91;;Data er manuelt kontrolleret
12-03-2020 07:00:00;8,5;82,89;10,17;;Data er manuelt kontrolleret
12-03-2020 06:30:00;7,8;81,85;9,24;;Data er manuelt kontrolleret
12-03-2020 06:00:00;5,34;78,92;5,53;;Data er manuelt kontrolleret
12-03-2020 05:30:00;4,64;78,3;4,7;;Data er manuelt kontrolleret
12-03-2020 05:00:00;5,6;72,04;5,42;;Data er manuelt kontrolleret
12-03-2020 04:30:00;5,05;70,95;4,52;;Data er manuelt kontrolleret
12-03-2020 03:30:00;3,57;73,98;3,08;;Data er manuelt kontrolleret
12-03-2020 03:00:00;3;76,86;2,44;;Data er manuelt kontrolleret
12-03-2020 02:30:00;2,9;73,61;2,79;;Data er manuelt kontrolleret
12-03-2020 02:00:00;3,04;71,17;2,69;;Data er manuelt kontrolleret
12-03-2020 01:30:00;3,04;73,5;2,58;;Data er manuelt kontrolleret
12-03-2020 01:00:00;2,52;;2,4;;Data er manuelt kontrolleret
12-03-2020 00:30:00;5,58;68,49;5,43;;Data er manuelt kontrolleret
12-03-2020 00:00:00;4,82;71,86;4,34;4,54;Data er manuelt kontrolleret
11-03-2020 23:30:00;4,54;71,26;4,53;;Data er manuelt kontrolleret
11-03-2020 23:00:00;4,58;72,14;4,83;;Data er manuelt kontrolleret
11-03-2020 22:30:00;5,52;72,47;5,8;;Data er manuelt kontrolleret
11-03-2020 22:00:00;5,17;71,4;5,12;;Data er manuelt kontrolleret
11-03-2020 21:30:00;5,46;71,8;5,82;;Data er manuelt kontrolleret
11-03-2020 21:00:00;4,31;74,59;4,38;;Data er manuelt kontrolleret
11-03-2020 20:30:00;4,27;76,02;4,69;;Data er manuelt kontrolleret
11-03-2020 20:00:00;5,38;75,98;5,65;;Data er manuelt kontrolleret
11-03-2020 19:30:00;5,4;77,05;5,84;;Data er manuelt kontrolleret
11-03-2020 19:00:00;5,44;77,37;5,69;;Data er manuelt kontrolleret
11-03-2020 18:30:00;5,21;78,08;5,65;;Data er manuelt kontrolleret
11-03-2020 18:00:00;5,28;79,49;5,87;;Data er manuelt kontrolleret
11-03-2020 17:30:00;5,28;79,17;5,89;;Data er manuelt kontrolleret
11-03-2020 17:00:00;5,22;80,78;5,89;;Data er manuelt kontrolleret
11-03-2020 16:30:00;4,68;82,4;5,89;;Data er manuelt kontrolleret
11-03-2020 16:00:00;4,99;83,12;6,45;;Data er manuelt kontrolleret
11-03-2020 15:30:00;4,99;82,98;7,02;;Data er manuelt kontrolleret
11-03-2020 15:00:00;4,84;81,25;6,59;;Data er manuelt kontrolleret
11-03-2020 14:30:00;3,86;81,57;5,46;;Data er manuelt kontrolleret
11-03-2020 14:00:00;3,31;82,56;4,53;;Data er manuelt kontrolleret
11-03-2020 13:30:00;3,25;83,17;4,55;;Data er manuelt kontrolleret
11-03-2020 13:00:00;3,49;82,72;4,65;;Data er manuelt kontrolleret
11-03-2020 12:30:00;3,84;82,5;4,86;;Data er manuelt kontrolleret
11-03-2020 12:00:00;2,93;82,36;4,1;;Data er manuelt kontrolleret
11-03-2020 11:30:00;3,35;81,78;4,53;;Data er manuelt kontrolleret
11-03-2020 11:00:00;4,56;79,49;5,9;;Data er manuelt kontrolleret
11-03-2020 10:30:00;4,68;80,69;5,86;;Data er manuelt kontrolleret
11-03-2020 10:00:00;4,54;80;5,92;;Data er manuelt kontrolleret
11-03-2020 09:30:00;4,35;78,55;5,8;;Data er manuelt kontrolleret
11-03-2020 09:00:00;4,15;78,12;5,32;;Data er manuelt kontrolleret
11-03-2020 08:30:00;4,62;77,6;5,34;;Data er manuelt kontrolleret
11-03-2020 08:00:00;6,02;76,85;7,31;;Data er manuelt kontrolleret
11-03-2020 07:30:00;7,27;76,89;8,63;;Data er manuelt kontrolleret
11-03-2020 07:00:00;5,36;79,07;6,41;;Data er manuelt kontrolleret
11-03-2020 06:30:00;4,62;79,07;5,09;;Data er manuelt kontrolleret
11-03-2020 05:30:00;2,26;82,12;1,99;;Data er manuelt kontrolleret
11-03-2020 05:00:00;2,17;83,39;2,24;;Data er manuelt kontrolleret
11-03-2020 04:30:00;1,76;84,38;1,8;;Data er manuelt kontrolleret
11-03-2020 04:00:00;1,33;84,62;1,13;;Data er manuelt kontrolleret
11-03-2020 03:30:00;2,89;84,56;2,79;;Data er manuelt kontrolleret
11-03-2020 03:00:00;1,64;;1,43;;Data er manuelt kontrolleret
11-03-2020 02:30:00;1,91;83,79;1,66;;Data er manuelt kontrolleret
11-03-2020 02:00:00;2,91;79,19;2,87;;Data er manuelt kontrolleret
11-03-2020 01:30:00;1,74;78,09;1,43;;Data er manuelt kontrolleret
11-03-2020 01:00:00;2,26;77,58;1,9;;Data er manuelt kontrolleret
11-03-2020 00:30:00;2,19;76,21;1,78;;Data er manuelt kontrolleret
11-03-2020 00:00:00;1,95;76,94;1,74;8,8;Data er manuelt kontrolleret
10-03-2020 23:30:00;1,97;75,5;1,73;;Data er manuelt kontrolleret
10-03-2020 23:00:00;2,71;73,16;2,53;;Data er manuelt kontrolleret
10-03-2020 22:30:00;2,6;73,3;2,37;;Data er manuelt kontrolleret
10-03-2020 22:00:00;2,77;73,1;2,57;;Data er manuelt kontrolleret
10-03-2020 21:30:00;4,15;70,46;4,07;;Data er manuelt kontrolleret
10-03-2020 21:00:00;3,57;70,9;3,17;;Data er manuelt kontrolleret
10-03-2020 20:30:00;3,08;70,88;3,45;;Data er manuelt kontrolleret
10-03-2020 20:00:00;3,86;68,81;3,43;;Data er manuelt kontrolleret
10-03-2020 19:30:00;4,64;66,91;5,26;;Data er manuelt kontrolleret
10-03-2020 19:00:00;5,66;64,85;5,44;;Data er manuelt kontrolleret
10-03-2020 18:30:00;7,62;62,53;7,9;;Data er manuelt kontrolleret
10-03-2020 18:00:00;7,72;63,58;8,85;;Data er manuelt kontrolleret
10-03-2020 17:30:00;8,6;61,34;9,94;;Data er manuelt kontrolleret
10-03-2020 17:00:00;11,72;54,76;13,45;;Data er manuelt kontrolleret
10-03-2020 16:30:00;14,09;50,62;16,73;;Data er manuelt kontrolleret
10-03-2020 16:00:00;15,81;47,88;18,7;;Data er manuelt kontrolleret
10-03-2020 15:30:00;19,73;42,53;24,26;;Data er manuelt kontrolleret
10-03-2020 15:00:00;19,34;38,01;23,71;;Data er manuelt kontrolleret
10-03-2020 14:30:00;17,39;39,63;21,37;;Data er manuelt kontrolleret
10-03-2020 14:00:00;16,04;42,23;20,03;;Data er manuelt kontrolleret
10-03-2020 13:30:00;12,77;45,52;16,42;;Data er manuelt kontrolleret
10-03-2020 13:00:00;11,99;45,74;15,16;;Data er manuelt kontrolleret
10-03-2020 12:30:00;11,97;42,53;14,92;;Data er manuelt kontrolleret
10-03-2020 12:00:00;11,64;53,25;14,52;;Data er manuelt kontrolleret
10-03-2020 11:30:00;11,77;54,7;14,5;;Data er manuelt kontrolleret
10-03-2020 11:00:00;11,72;54,54;14,98;;Data er manuelt kontrolleret
10-03-2020 10:30:00;11,42;53,86;14,36;;Data er manuelt kontrolleret
10-03-2020 10:00:00;13,22;52,97;16,99;;Data er manuelt kontrolleret
10-03-2020 09:30:00;11,29;56,16;14,87;;Data er manuelt kontrolleret
10-03-2020 09:00:00;17,67;47,46;34,09;;Data er manuelt kontrolleret
10-03-2020 08:30:00;19,62;39,99;37,72;;Data er manuelt kontrolleret
10-03-2020 08:00:00;18,9;40,72;32,09;;Data er manuelt kontrolleret
10-03-2020 07:30:00;20,34;40,03;31,15;;Data er manuelt kontrolleret
10-03-2020 07:00:00;13,49;47,96;15,97;;Data er manuelt kontrolleret
10-03-2020 06:30:00;10,1;51,66;11,33;;Data er manuelt kontrolleret
10-03-2020 06:00:00;7,53;54,77;8,64;;Data er manuelt kontrolleret
10-03-2020 05:30:00;5,93;55,88;6,05;;Data er manuelt kontrolleret
10-03-2020 04:30:00;3,75;59,13;3,75;;Data er manuelt kontrolleret
10-03-2020 04:00:00;2,83;61,59;2,83;;Data er manuelt kontrolleret
10-03-2020 03:30:00;2,26;65,08;1,99;;Data er manuelt kontrolleret
10-03-2020 03:00:00;2,15;64,98;2,03;;Data er manuelt kontrolleret
10-03-2020 02:30:00;2,71;66,25;3,17;;Data er manuelt kontrolleret
10-03-2020 02:00:00;2,57;;3,03;;Data er manuelt kontrolleret
10-03-2020 01:30:00;3,38;64,11;3,23;;Data er manuelt kontrolleret
10-03-2020 01:00:00;2,85;64,39;3,13;;Data er manuelt kontrolleret
10-03-2020 00:30:00;3,34;64,7;3,56;;Data er manuelt kontrolleret
10-03-2020 00:00:00;4,99;62,58;4,75;6,94;Data er manuelt kontrolleret
09-03-2020 23:30:00;6,71;60,12;6,68;;Data er manuelt kontrolleret
09-03-2020 23:00:00;6,14;62,92;6,29;;Data er manuelt kontrolleret
09-03-2020 22:30:00;8,13;65,93;8,81;;Data er manuelt kontrolleret
09-03-2020 22:00:00;6,63;65,14;6,92;;Data er manuelt kontrolleret
09-03-2020 21:30:00;8,25;60,88;9,53;;Data er manuelt kontrolleret
09-03-2020 21:00:00;20,77;42,72;21,6;;Data er manuelt kontrolleret
09-03-2020 20:30:00;31,11;33,68;33,08;;Data er manuelt kontrolleret
09-03-2020 20:00:00;26,34;41,31;27,24;;Data er manuelt kontrolleret
09-03-2020 19:30:00;21,99;49,52;22,97;;Data er manuelt kontrolleret
09-03-2020 19:00:00;17,86;56,38;18,33;;Data er manuelt kontrolleret
09-03-2020 18:30:00;21,9;54,23;22,36;;Data er manuelt kontrolleret
09-03-2020 18:00:00;15,42;63,89;15,93;;Data er manuelt kontrolleret
09-03-2020 17:30:00;14,53;66,09;15,56;;Data er manuelt kontrolleret
09-03-2020 17:00:00;10,18;70,25;10,94;;Data er manuelt kontrolleret
09-03-2020 16:30:00;7,86;74,04;8,74;;Data er manuelt kontrolleret
09-03-2020 16:00:00;8,56;71,1;10,01;;Data er manuelt kontrolleret
09-03-2020 15:30:00;8,21;69,89;9,44;;Data er manuelt kontrolleret
09-03-2020 15:00:00;9,57;65,35;11,63;;Data er manuelt kontrolleret
09-03-2020 14:30:00;12,36;58,63;14,49;;Data er manuelt kontrolleret
09-03-2020 14:00:00;9,67;61,92;11,96;;Data er manuelt kontrolleret
09-03-2020 13:30:00;10,31;65,87;12;;Data er manuelt kontrolleret
09-03-2020 13:00:00;7,82;71,14;9,49;;Data er manuelt kontrolleret
09-03-2020 12:30:00;12,55;62,62;15,74;;Data er manuelt kontrolleret
09-03-2020 12:00:00;11,54;59,01;14,58;;Data er manuelt kontrolleret
09-03-2020 11:30:00;9,34;63,49;11,55;;Data er manuelt kontrolleret
09-03-2020 11:00:00;12,65;55,68;17,15;;Data er manuelt kontrolleret
09-03-2020 10:30:00;13,84;52,66;19,65;;Data er manuelt kontrolleret
09-03-2020 10:00:00;19,49;43,49;26;;Data er manuelt kontrolleret
09-03-2020 09:30:00;23,39;37,68;31,03;;Data er manuelt kontrolleret
09-03-2020 09:00:00;20,97;39,24;26,55;;Data er manuelt kontrolleret
09-03-2020 08:30:00;24,74;37,54;30,92;;Data er manuelt kontrolleret
09-03-2020 08:00:00;31,61;33,89;42,05;;Data er manuelt kontrolleret
09-03-2020 07:30:00;24,7;43,98;30,72;;Data er manuelt kontrolleret
09-03-2020 07:00:00;22,32;48,07;24,55;;Data er manuelt kontrolleret
09-03-2020 06:30:00;19,54;51,16;20,8;;Data er manuelt kontrolleret
09-03-2020 06:00:00;11,37;61,15;12,17;;Data er manuelt kontrolleret
09-03-2020 05:30:00;7;69,08;7,35;;Data er manuelt kontrolleret
09-03-2020 05:00:00;4,99;70,96;5,37;;Data er manuelt kontrolleret
09-03-2020 04:30:00;3,01;72,35;3,05;;Data er manuelt kontrolleret
09-03-2020 03:30:00;2,48;73,12;2,36;;Data er manuelt kontrolleret
09-03-2020 03:00:00;2,75;71,32;2,29;;Data er manuelt kontrolleret
09-03-2020 02:30:00;2,79;71,67;2,46;;Data er manuelt kontrolleret
09-03-2020 02:00:00;3,02;70,48;2,41;;Data er manuelt kontrolleret
09-03-2020 01:30:00;2,87;71,69;2,89;;Data er manuelt kontrolleret
09-03-2020 01:00:00;3,2;;2,93;;Data er manuelt kontrolleret
09-03-2020 00:30:00;3,31;76,94;3,09;;Data er manuelt kontrolleret
09-03-2020 00:00:00;2,75;79,9;3,01;9,84;Data er manuelt kontrolleret
08-03-2020 23:30:00;3,8;78,05;3,77;;Data er manuelt kontrolleret
08-03-2020 23:00:00;4,19;78,01;4,18;;Data er manuelt kontrolleret
08-03-2020 22:30:00;4,17;79,56;4,42;;Data er manuelt kontrolleret
08-03-2020 22:00:00;5,22;77,48;5,18;;Data er manuelt kontrolleret
08-03-2020 21:30:00;5,94;76,35;5,76;;Data er manuelt kontrolleret
08-03-2020 21:00:00;6,55;77,92;7,07;;Data er manuelt kontrolleret
08-03-2020 20:30:00;5,65;78,94;5,88;;Data er manuelt kontrolleret
08-03-2020 20:00:00;4,76;81,84;4,79;;Data er manuelt kontrolleret
08-03-2020 19:30:00;4,87;81,28;5,26;;Data er manuelt kontrolleret
08-03-2020 19:00:00;4,97;80,67;5,44;;Data er manuelt kontrolleret
08-03-2020 18:30:00;5,46;76,21;6;;Data er manuelt kontrolleret
08-03-2020 18:00:00;6,59;70,82;7,09;;Data er manuelt kontrolleret
08-03-2020 17:30:00;6,26;69,53;6,65;;Data er manuelt kontrolleret
08-03-2020 17:00:00;7,81;64,67;8,83;;Data er manuelt kontrolleret
08-03-2020 16:30:00;7,97;62,47;8,67;;Data er manuelt kontrolleret
08-03-2020 16:00:00;8,05;60,55;8,83;;Data er manuelt kontrolleret
08-03-2020 15:30:00;8,09;59,61;9,24;;Data er manuelt kontrolleret
08-03-2020 15:00:00;7,48;59,91;8,52;;Data er manuelt kontrolleret
08-03-2020 14:30:00;7,15;61,06;8,31;;Data er manuelt kontrolleret
08-03-2020 14:00:00;7,01;60,51;8,02;;Data er manuelt kontrolleret
08-03-2020 13:30:00;6,74;61,34;8,04;;Data er manuelt kontrolleret
08-03-2020 13:00:00;7,07;61,58;8,1;;Data er manuelt kontrolleret
08-03-2020 12:30:00;6,66;61,76;7,51;;Data er manuelt kontrolleret
08-03-2020 12:00:00;7;61,28;8,25;;Data er manuelt kontrolleret
08-03-2020 11:30:00;6,55;61,64;7,38;;Data er manuelt kontrolleret
08-03-2020 11:00:00;7,31;61,48;8,33;;Data er manuelt kontrolleret
08-03-2020 10:30:00;6,47;63,24;7,24;;Data er manuelt kontrolleret
08-03-2020 10:00:00;6,98;62,37;7,73;;Data er manuelt kontrolleret
08-03-2020 09:30:00;6,66;63,74;7,3;;Data er manuelt kontrolleret
08-03-2020 09:00:00;5,55;64,49;5,76;;Data er manuelt kontrolleret
08-03-2020 08:30:00;6,02;64,31;6,18;;Data er manuelt kontrolleret
08-03-2020 08:00:00;6,98;62,05;7,6;;Data er manuelt kontrolleret
08-03-2020 07:30:00;6,24;57,53;6,68;;Data er manuelt kontrolleret
08-03-2020 07:00:00;7,33;52,71;7,87;;Data er manuelt kontrolleret
08-03-2020 06:30:00;6,51;53,61;6,72;;Data er manuelt kontrolleret
08-03-2020 05:30:00;6,16;56,48;5,89;;Data er manuelt kontrolleret
08-03-2020 05:00:00;6,49;56,95;6,47;;Data er manuelt kontrolleret
08-03-2020 04:30:00;6,53;58,12;6,53;;Data er manuelt kontrolleret
08-03-2020 04:00:00;6,32;60,64;6,05;;Data er manuelt kontrolleret
08-03-2020 03:30:00;6,24;62,7;6,2;;Data er manuelt kontrolleret
08-03-2020 03:00:00;6,04;;5,93;;Data er manuelt kontrolleret
08-03-2020 02:30:00;6,12;65,69;6,01;;Data er manuelt kontrolleret
08-03-2020 02:00:00;5,96;67,65;6,17;;Data er manuelt kontrolleret
08-03-2020 01:30:00;5,52;70,24;5,1;;Data er manuelt kontrolleret
08-03-2020 01:00:00;5,05;71,91;4,82;;Data er manuelt kontrolleret
08-03-2020 00:30:00;4,78;74,06;4,59;;Data er manuelt kontrolleret
08-03-2020 00:00:00;4,07;75,33;3,74;11,75;Data er manuelt kontrolleret
07-03-2020 23:30:00;3,76;76,18;3,95;;Data er manuelt kontrolleret
07-03-2020 23:00:00;4,17;74,8;4,48;;Data er manuelt kontrolleret
07-03-2020 22:30:00;5,24;73,03;5,39;;Data er manuelt kontrolleret
07-03-2020 22:00:00;6,61;68,34;7,23;;Data er manuelt kontrolleret
07-03-2020 21:30:00;7,03;64,16;7,28;;Data er manuelt kontrolleret
07-03-2020 21:00:00;8,34;53,86;9,04;;Data er manuelt kontrolleret
07-03-2020 20:30:00;9,31;50,04;9,66;;Data er manuelt kontrolleret
07-03-2020 20:00:00;11,01;47,9;11,88;;Data er manuelt kontrolleret
07-03-2020 19:30:00;12,12;45,92;12,74;;Data er manuelt kontrolleret
07-03-2020 19:00:00;11,75;48,93;12,23;;Data er manuelt kontrolleret
07-03-2020 18:30:00;16,31;49,8;17,14;;Data er manuelt kontrolleret
07-03-2020 18:00:00;14,94;55,19;16,15;;Data er manuelt kontrolleret
07-03-2020 17:30:00;9,63;65,94;10,54;;Data er manuelt kontrolleret
07-03-2020 17:00:00;8,88;69,37;9,9;;Data er manuelt kontrolleret
07-03-2020 16:30:00;8,09;73,39;9,42;;Data er manuelt kontrolleret
07-03-2020 16:00:00;8,73;71,84;10,37;;Data er manuelt kontrolleret
07-03-2020 15:30:00;5,96;72,73;7,04;;Data er manuelt kontrolleret
07-03-2020 15:00:00;5,75;70,91;6,87;;Data er manuelt kontrolleret
07-03-2020 14:30:00;5,49;70,3;6,57;;Data er manuelt kontrolleret
07-03-2020 14:00:00;6,2;65,17;7,41;;Data er manuelt kontrolleret
07-03-2020 13:30:00;6,43;64,85;8,64;;Data er manuelt kontrolleret
07-03-2020 13:00:00;11,31;56,77;19,1;;Data er manuelt kontrolleret
07-03-2020 12:30:00;9,33;54,26;14,1;;Data er manuelt kontrolleret
07-03-2020 12:00:00;20,23;41,76;34,78;;Data er manuelt kontrolleret
07-03-2020 11:30:00;13,12;45,82;20,91;;Data er manuelt kontrolleret
07-03-2020 11:00:00;12,73;45,76;20,95;;Data er manuelt kontrolleret
07-03-2020 10:30:00;14,74;43,54;22,69;;Data er manuelt kontrolleret
07-03-2020 10:00:00;13,14;44,16;19,11;;Data er manuelt kontrolleret
07-03-2020 09:30:00;6,43;50,75;8,01;;Data er manuelt kontrolleret
07-03-2020 09:00:00;7,44;49,32;9,1;;Data er manuelt kontrolleret
07-03-2020 08:30:00;9,2;47,84;10,62;;Data er manuelt kontrolleret
07-03-2020 08:00:00;7,39;49,22;8,18;;Data er manuelt kontrolleret
07-03-2020 07:30:00;9,39;45,5;9,76;;Data er manuelt kontrolleret
07-03-2020 07:00:00;10,62;39,46;11,13;;Data er manuelt kontrolleret
07-03-2020 06:30:00;13,23;31,96;13,81;;Data er manuelt kontrolleret
07-03-2020 06:00:00;16,03;23,74;18,16;;Data er manuelt kontrolleret
07-03-2020 05:30:00;31,15;8,61;65,06;;Data er manuelt kontrolleret
07-03-2020 04:30:00;15,68;25,02;17,62;;Data er manuelt kontrolleret
07-03-2020 04:00:00;15,47;27,16;16,7;;Data er manuelt kontrolleret
07-03-2020 03:30:00;27,4;16,19;33,94;;Data er manuelt kontrolleret
07-03-2020 03:00:00;24,87;19,64;33,47;;Data er manuelt kontrolleret
07-03-2020 02:30:00;17,63;27,36;20,81;;Data er manuelt kontrolleret
07-03-2020 02:00:00;10,99;;11,1;;Data er manuelt kontrolleret
07-03-2020 01:30:00;10,8;36,59;10,98;;Data er manuelt kontrolleret
07-03-2020 01:00:00;10,62;37,89;10,96;;Data er manuelt kontrolleret
07-03-2020 00:30:00;12,63;37,85;13,09;;Data er manuelt kontrolleret
07-03-2020 00:00:00;23,82;29,18;28,18;10,95;Data er manuelt kontrolleret
06-03-2020 23:30:00;18,76;36,03;20,35;;Data er manuelt kontrolleret
06-03-2020 23:00:00;17,96;38,98;18,85;;Data er manuelt kontrolleret
06-03-2020 22:30:00;17,84;41,06;19,2;;Data er manuelt kontrolleret
06-03-2020 22:00:00;14,9;44,59;15,62;;Data er manuelt kontrolleret
06-03-2020 21:30:00;15,16;44,9;16,03;;Data er manuelt kontrolleret
06-03-2020 21:00:00;16,13;42,75;17,16;;Data er manuelt kontrolleret
06-03-2020 20:30:00;13,81;45;15,29;;Data er manuelt kontrolleret
06-03-2020 20:00:00;14,53;46,7;16;;Data er manuelt kontrolleret
06-03-2020 19:30:00;15,41;47,04;16,77;;Data er manuelt kontrolleret
06-03-2020 19:00:00;23,49;42,86;25,29;;Data er manuelt kontrolleret
06-03-2020 18:30:00;27,43;40,8;29,08;;Data er manuelt kontrolleret
06-03-2020 18:00:00;25,63;43,34;28,38;;Data er manuelt kontrolleret
06-03-2020 17:30:00;22,19;45,93;24,74;;Data er manuelt kontrolleret
06-03-2020 17:00:00;13,7;52,29;15,45;;Data er manuelt kontrolleret
06-03-2020 16:30:00;13,38;49,52;15,83;;Data er manuelt kontrolleret
06-03-2020 16:00:00;11,32;50,78;13,66;;Data er manuelt kontrolleret
06-03-2020 15:30:00;11,96;48,96;15,05;;Data er manuelt kontrolleret
06-03-2020 15:00:00;14,37;45,57;19,55;;Data er manuelt kontrolleret
06-03-2020 14:30:00;26,85;34,9;40,41;;Data er manuelt kontrolleret
06-03-2020 14:00:00;15,58;46,84;22,04;;Data er manuelt kontrolleret
06-03-2020 13:30:00;15,27;46,4;21,15;;Data er manuelt kontrolleret
06-03-2020 13:00:00;17,8;45,79;24,77;;Data er manuelt kontrolleret
06-03-2020 12:30:00;20,17;45,83;28,9;;Data er manuelt kontrolleret
06-03-2020 12:00:00;13,09;55,24;17,31;;Data er manuelt kontrolleret
06-03-2020 11:30:00;18,21;50,82;25,44;;Data er manuelt kontrolleret
06-03-2020 11:00:00;13,91;56,84;19,67;;Data er manuelt kontrolleret
06-03-2020 10:30:00;14,61;56,28;18,93;;Data er manuelt kontrolleret
06-03-2020 10:00:00;13,98;57,06;18,39;;Data er manuelt kontrolleret
06-03-2020 09:30:00;11,96;57,39;15,53;;Data er manuelt kontrolleret
06-03-2020 09:00:00;16,52;53,29;19,83;;Data er manuelt kontrolleret
06-03-2020 08:30:00;13,89;57,69;16,81;;Data er manuelt kontrolleret
06-03-2020 08:00:00;23,99;49,51;30,37;;Data er manuelt kontrolleret
06-03-2020 07:30:00;27,42;46,48;32,59;;Data er manuelt kontrolleret
06-03-2020 07:00:00;34,62;35,73;43,52;;Data er manuelt kontrolleret
06-03-2020 06:30:00;21,27;46,64;23,34;;Data er manuelt kontrolleret
06-03-2020 06:00:00;12,94;50,8;13,53;;Data er manuelt kontrolleret
06-03-2020 05:30:00;12,16;48,96;12,3;;Data er manuelt kontrolleret
06-03-2020 05:00:00;13,52;43,93;13,84;;Data er manuelt kontrolleret
06-03-2020 04:30:00;10,41;47,41;10,57;;Data er manuelt kontrolleret
06-03-2020 03:30:00;8,93;47,41;9,07;;Data er manuelt kontrolleret
06-03-2020 03:00:00;13,72;44,36;13,84;;Data er manuelt kontrolleret
06-03-2020 02:30:00;14,55;43,81;14,56;;Data er manuelt kontrolleret
06-03-2020 02:00:00;16,27;42,66;16,94;;Data er manuelt kontrolleret
06-03-2020 01:30:00;14,46;46,82;14,66;;Data er manuelt kontrolleret
06-03-2020 00:30:00;6,74;56,72;6,23;;Data er manuelt kontrolleret
06-03-2020 00:00:00;8,55;52,26;8,85;7,45;Data er manuelt kontrolleret
05-03-2020 23:30:00;14,52;46,95;14,81;;Data er manuelt kontrolleret
05-03-2020 23:00:00;24,77;39,78;25,72;;Data er manuelt kontrolleret
05-03-2020 22:30:00;18,88;45,39;19,09;;Data er manuelt kontrolleret
05-03-2020 22:00:00;19,7;46,62;20,47;;Data er manuelt kontrolleret
05-03-2020 21:30:00;15,3;54,46;14,97;;Data er manuelt kontrolleret
05-03-2020 21:00:00;13,18;58,84;12,85;;Data er manuelt kontrolleret
05-03-2020 20:30:00;13,76;62,82;14,17;;Data er manuelt kontrolleret
05-03-2020 20:00:00;16,45;60,4;17,75;;Data er manuelt kontrolleret
05-03-2020 19:30:00;16,07;60,22;17,01;;Data er manuelt kontrolleret
05-03-2020 19:00:00;14,03;63,09;14,79;;Data er manuelt kontrolleret
05-03-2020 18:30:00;12,94;64,14;13,61;;Data er manuelt kontrolleret
05-03-2020 18:00:00;11,95;66,34;12,99;;Data er manuelt kontrolleret
05-03-2020 17:30:00;22,36;56,48;24,58;;Data er manuelt kontrolleret
05-03-2020 17:00:00;12,45;67,63;14,04;;Data er manuelt kontrolleret
05-03-2020 16:30:00;11,42;70,32;13,69;;Data er manuelt kontrolleret
05-03-2020 16:00:00;14,34;67,13;17,21;;Data er manuelt kontrolleret
05-03-2020 15:30:00;12,45;69,19;15,75;;Data er manuelt kontrolleret
05-03-2020 15:00:00;9,03;71,29;11,59;;Data er manuelt kontrolleret
05-03-2020 14:30:00;17,56;63,05;24,86;;Data er manuelt kontrolleret
05-03-2020 14:00:00;5,53;73,56;7,35;;Data er manuelt kontrolleret
05-03-2020 13:30:00;7,34;70,59;8,97;;Data er manuelt kontrolleret
05-03-2020 13:00:00;7,47;71,54;9,38;;Data er manuelt kontrolleret
05-03-2020 12:30:00;6,95;75,58;9,18;;Data er manuelt kontrolleret
